Unnamed: 0,oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
0,645106300008182,48050276,2458234.999405912,58234.5027662,16.7392387,0.0167510323,0,zg,338.9643458,25.0224864,3.3670001,0.238000005,20180426502743,645,0x6,0x3,20.1700001,26.0676651,0.0403027534,-0.0322772637,2.29307916e-05,30,1.61600006,1
1,645106300008182,49146497,2458245.9623152856,58245.4649769,16.6776905,0.0164625291,32768,zg,338.9642801,25.0225018,0.856000006,-0.0869999975,20180507464965,645,0x6,0x3,16.8299999,22.6051998,0.146162748,0.463748634,0.146050602,30,1.70500004,1
2,645106300008182,50044541,2458254.9434019406,58254.4454167,16.6364708,0.0162820145,0,zg,338.9643234,25.0225407,5.14099979,0.187000006,20180516445405,645,0x6,0x3,21.2299995,26.1853981,0.0282897055,-0.0679349229,6.77732487e-06,30,1.64699996,1
3,645106300008182,50847057,2458262.969185282,58262.4705787,16.5564671,0.0159592275,32768,zg,338.9643283,25.0225683,6.15799999,0.50999999,20180524470567,645,0x6,0x3,21.3199997,26.2226601,0.0316954516,-0.00839589536,8.58141084e-06,30,1.27900004,1
4,645106300008182,51248372,2458266.9826555466,58266.4837269,16.6309414,0.0162585564,32768,zg,338.9643258,25.0225568,3.95600009,0.342000008,20180528483715,645,0x6,0x3,19.9099998,26.2505436,0.0406740159,-0.00851453748,2.65911222e-05,30,1.16999996,1
5,645106300008182,51546809,2458269.967262175,58269.4680903,16.6362,0.0162808616,0,zg,338.9643005,25.0225236,3.51799989,0.381000012,20180531468090,645,0x6,0x3,20.1700001,26.2455101,0.0376997925,-0.0386097319,1.91811378e-05,30,1.20000005,1
6,645106300008182,51842376,2458272.9231768493,58272.4237616,16.6775475,0.0164618827,0,zg,338.9643023,25.0224872,3.96199989,0.331,20180603423750,645,0x6,0x3,20.5599995,26.2154312,0.0349684618,-0.0570303537,1.33360973e-05,30,1.39999998,1
7,645106300008182,51947506,2458273.9745717584,58273.4750694,16.7077217,0.0166004021,0,zg,338.964328,25.0225239,5.31099987,0.755999982,20180604475058,645,0x6,0x3,20.6700001,26.2686768,0.0334306248,-0.0157878902,1.11554345e-05,30,1.13399994,3
8,645106300008182,52044309,2458274.942673004,58274.4430903,16.6544781,0.0163596533,0,zg,338.9643114,25.022531,4.77899981,0.216000006,20180605443079,645,0x6,0x3,20.7199993,26.2371216,0.0336821079,-0.0717584714,1.1103577e-05,30,1.25100005,3
9,645106300008182,52145256,2458275.9522360987,58275.4525694,16.6763687,0.0164565835,0,zg,338.9642704,25.0224776,5.32399988,0.333999991,20180606452546,645,0x6,0x3,20.9699993,26.2881927,0.0294186175,-0.0754019916,7.60602825e-06,30,1.19599998,1
10,645106300008182,52146466,2458275.964332113,58275.4646644,16.6747608,0.0164493676,0,zg,338.9642867,25.0224763,4.625,0.182999998,20180606464641,645,0x6,0x3,20.8099995,26.2944107,0.0316805951,-0.0716168657,9.56848544e-06,30,1.15100002,3
11,645106300008182,52240159,2458276.901342946,58276.4015972,16.6653671,0.0164075159,0,zg,338.9642686,25.0225693,4.64599991,0.196999997,20180607401597,645,0x6,0x3,20.8500004,26.2034702,0.033190053,-0.0792691559,1.00285988e-05,30,1.48899996,3
12,645106300008182,52347083,2458277.9706683503,58277.4708333,16.5955544,0.0161124971,0,zg,338.9643171,25.0224826,4.81899977,0.508000016,20180608470810,645,0x6,0x3,21.0699997,26.2010136,0.0292404238,-0.036909923,7.53835548e-06,30,1.11500001,3
13,645106300008182,52442651,2458278.926431094,58278.4265162,16.6296272,0.0162530094,0,zg,338.9642903,25.0224835,4.8130002,0.25999999,20180609426516,645,0x6,0x3,21.2399998,26.2442207,0.0267865192,-0.060533233,6.02651517e-06,30,1.28100002,1
14,645106300008182,52442836,2458278.928283148,58278.4283681,16.6495667,0.0163382906,0,zg,338.9643005,25.022517,4.74100018,0.407000005,20180609428356,645,0x6,0x3,21.4300003,26.2472839,0.0276075378,-0.0629907101,6.34255775e-06,30,1.27100003,3
15,645106300008182,52546263,2458279.9626404955,58279.4626389,16.6121902,0.0161802787,0,zg,338.964289,25.0225136,5.07999992,0.284000009,20180610462581,645,0x6,0x3,21.3400002,26.2896519,0.0284958892,-0.0605048351,6.73909244e-06,30,1.12199998,3
16,645106300008182,52642329,2458280.9233805854,58280.4232986,16.6496239,0.0163385402,0,zg,338.9642866,25.0225074,5.15799999,0.43599999,20180611423287,645,0x6,0x3,21.7099991,26.2742748,0.0254730657,-0.071775116,5.32798094e-06,30,1.26900005,3
17,645106300008182,52742464,2458281.924807031,58281.4246412,16.7080307,0.0166018475,0,zg,338.964328,25.0225996,5.86100006,0.43900001,20180612424641,645,0x6,0x3,21.7800007,26.2944469,0.0241621844,-0.0848269016,4.75471461e-06,30,1.24899995,1
18,645106300008182,52742557,2458281.9257446206,58281.4255787,16.6792679,0.0164696351,0,zg,338.9642593,25.0224916,4.98400021,0.432000011,20180612425567,645,0x6,0x3,21.5100002,26.2955055,0.0252696816,-0.0782831088,5.25663609e-06,30,1.24399996,3
19,645106300008182,52843222,2458282.932472423,58282.4322222,16.5718346,0.0160185006,0,zg,338.9642989,25.0225043,5.21600008,0.597000003,20180613432211,645,0x6,0x3,21.4599991,26.0667534,0.0269312374,-0.0370323807,6.0085963e-06,30,1.20200002,3
20,645106300008182,52942342,2458283.9237591075,58283.4234259,16.6556244,0.016364662,0,zg,338.9642658,25.0224889,4.46799994,0.326000005,20180614423368,645,0x6,0x3,21.5799999,26.2832584,0.0259587914,-0.0739852116,5.58858483e-06,30,1.22899997,3
21,645106300008182,53342443,2458287.9251003587,58287.4244329,16.5832825,0.0160634816,0,zg,338.9642834,25.0225018,4.64300013,0.111000001,20180618424375,645,0x6,0x3,21.2399998,26.2891178,0.0306405909,-0.0796011612,7.78093909e-06,30,1.17799997,1
22,645106300008182,53644218,2458290.9431056054,58290.4421875,16.6358528,0.0162793864,0,zg,338.9643011,25.0225068,5.13500023,0.370000005,20180621442176,645,0x6,0x3,21.6399994,26.2843208,0.0258746538,-0.049853798,5.50524555e-06,30,1.09599996,1
23,645106300008182,53943667,2458293.9378430555,58293.4366782,16.6744232,0.0164478533,0,zg,338.9643374,25.022491,4.36199999,0.476999998,20180624436678,645,0x6,0x3,21.7099991,26.3008251,0.0254026093,-0.0643720478,5.24483585e-06,30,1.09000003,1
24,645106300008182,54247532,2458296.9767367705,58296.4753241,16.6482773,0.0163327027,0,zg,338.9643172,25.0224598,5.67000008,0.476000011,20180627475301,645,0x6,0x3,20.5799999,26.282465,0.0334210359,-0.0366238914,1.17191594e-05,30,1.01800001,1
25,645106300008182,54546138,2458299.9630419533,58299.4613889,16.6380234,0.0162886381,32768,zg,338.9642751,25.0224508,5.93100023,0.504000008,20180630461354,645,0x6,0x3,20.3299999,26.239748,0.0390930958,-0.00395331066,1.90275678e-05,30,1.02199996,1
26,645106300008182,54843980,2458302.941692347,58302.4398032,16.5738678,0.0160264317,32768,zg,338.9643085,25.0225757,5.20599985,0.39199999,20180703439769,645,0x6,0x3,20.5200005,26.2482166,0.0348991901,0.00613322482,1.31857332e-05,30,1.03799999,1
27,645106300008182,55147766,2458305.979787628,58305.477662,16.633894,0.0162710641,0,zg,338.964293,25.0224632,4.94099998,0.425000012,20180706477650,645,0x6,0x3,21.1599998,26.2332268,0.0287972596,-0.0468698442,7.17466992e-06,30,1.00899994,1
28,645106300008182,55636238,2458310.8648793334,58310.3623843,16.55093,0.0159381907,0,zg,338.9643042,25.0225733,5.46400023,0.521000028,20180711362326,645,0x6,0x3,21.5,26.0957222,0.0284255203,-0.0270886682,6.58849103e-06,30,1.17700005,1
29,645106300008182,56241428,2458316.9172132537,58316.4142824,16.5066147,0.0157755911,32768,zg,338.964329,25.0225676,6.55000019,0.690999985,20180717414259,645,0x6,0x3,21.4099998,26.1316948,0.0285870638,-0.0101554915,6.86918793e-06,30,1.023,1
30,645106300008182,56541509,2458319.9182291734,58319.4150926,16.5872917,0.0160794035,0,zg,338.9642633,25.022448,5.5630002,0.523000002,20180720415069,645,0x6,0x3,21.8299999,26.2757149,0.0235351697,-0.0415682457,4.62029539e-06,30,1.01699996,1
31,645106300008182,57444182,2458328.9455365366,58328.4418287,16.6997318,0.0165631901,0,zg,338.9643223,25.0225283,0.870999992,0.0370000005,20180729441782,645,0x6,0x3,19.25,25.9903202,0.0453782231,-0.0836381391,6.10974967e-05,30,1.023,1
32,645106300008182,57744826,2458331.9521446414,58331.4482639,16.5687599,0.0160065331,0,zg,338.9643044,25.022528,4.27099991,0.382999986,20180801448264,645,0x6,0x3,20.6299992,26.2372227,0.0348225273,-0.0259354431,1.31706693e-05,30,1.03999996,1
33,645106300008182,58032635,2458334.8303916347,58334.3263542,16.5742817,0.0160280503,32768,zg,338.9643317,25.0225827,5.3499999,0.425000012,20180804326343,645,0x6,0x3,21.0400009,26.2147446,0.0297843851,-0.00651132967,7.84170606e-06,30,1.08700001,1
34,645106300008182,58337828,2458337.88248076,58337.378287,16.5670872,0.0160000511,32768,zg,338.9643538,25.0225828,5.59399986,0.112999998,20180807378287,645,0x6,0x3,21.0499992,26.2727604,0.031794589,-0.00213714107,8.62118759e-06,30,1.01100004,1
35,645106300008182,58633960,2458340.8439417765,58340.3396065,16.5339355,0.0158746224,32768,zg,338.9642893,25.0225616,5.32299995,0.439999998,20180810339560,645,0x6,0x3,21.1800003,25.6049213,0.0308008604,-0.0149373487,8.28147586e-06,30,1.03499997,1
36,645106300008182,58941560,2458343.9200731427,58343.4156019,16.537487,0.0158877783,0,zg,338.9643084,25.0225371,5.19899988,0.519999981,20180813415590,645,0x6,0x3,21.8700008,26.2268353,0.0242221579,-0.0455787592,4.74150238e-06,30,1.04100001,1
37,645106300008182,59235104,2458346.8556318446,58346.3510417,16.5310287,0.0158638973,0,zg,338.9643218,25.0225776,5.65600014,0.463999987,20180816351019,645,0x6,0x3,21.7399998,26.1874275,0.0249743201,-0.0365207344,5.12897623e-06,30,1.01300001,1
38,645106300008182,59535883,2458349.8635316794,58349.358831,16.699276,0.0165610723,0,zg,338.9642621,25.0225217,6.71000004,0.824999988,20180819358831,645,0x6,0x3,21.5200005,26.2579823,0.0265100766,-0.0225806776,5.79234711e-06,30,1.01100004,1
39,645106300008182,59838159,2458352.886397162,58352.3815972,16.557518,0.0159632433,0,zg,338.9642956,25.0225719,5.20499992,0.463,20180822381597,645,0x6,0x3,21.2199993,26.2506771,0.0279041324,-0.0418625697,6.67395352e-06,30,1.02999997,1
40,645106300008182,60739496,2458361.8999888613,58361.3949653,16.6261482,0.016238356,0,zg,338.964308,25.0225046,4.9369998,0.375,20180831394954,645,0x6,0x3,20.7700005,26.3033409,0.0324527994,-0.0272880346,1.01382402e-05,30,1.09300005,1
41,645106300008182,61026899,2458364.774064499,58364.2689931,16.5635986,0.0159865785,0,zg,338.964305,25.0224609,6.09200001,0.528999984,20180903268982,645,0x6,0x3,21.5699997,26.243721,0.0273267049,-0.0229297709,6.17235401e-06,30,1.03900003,1
42,645106300008182,61329885,2458367.8039634,58367.2988542,16.665163,0.0164066106,0,zg,338.9643057,25.0225424,4.73699999,0.312999994,20180906298854,645,0x6,0x3,21.7000008,26.2986355,0.0246366672,-0.0790653303,5.01244995e-06,30,1.00899994,1
43,645106300008182,61634684,2458370.8519742694,58370.3468403,16.6732521,0.0164426118,0,zg,338.9643179,25.022474,5.25299978,0.657999992,20180909346817,645,0x6,0x3,21.8600006,26.3117638,0.0239784457,-0.0754189938,4.6952714e-06,30,1.046,1
44,645106300008182,61936403,2458373.8691846654,58373.3640394,16.6872978,0.0165060423,0,zg,338.9643028,25.0225434,5.36600018,0.282999992,20180912364039,645,0x6,0x3,21.7299995,26.3197594,0.0241533965,-0.0865869522,4.72779811e-06,30,1.09800005,1
